Date,Time,Symbol,Buy/Sell,Quantity,Price,Spread,Expiration,Strike,Call/Put,Commission,Fees
01/03/25,09:57:00,MNQ,Buy,3,21378.25,Future,Mar 25,,,,
01/03/25,10:21:00,MNQ,Sell,3,21279.5,Future,Mar 25,,,,
01/06/25,09:37:00,MNQ,Buy,11,21778.0,Future,Mar 25,,,,
01/06/25,09:41:00,MNQ,Sell,2,21804.1,Future,Mar 25,,,,
01/06/25,09:44:00,MNQ,Sell,3,21821.5,Future,Mar 25,,,,
01/06/25,09:54:00,MNQ,Sell,6,21843.25,Future,Mar 25,,,,
01/08/25,10:43:00,MNQ,Sell,6,21318.25,Future,Mar 25,,,,
01/08/25,10:44:30,MNQ,Buy,3,21298.45,Future,Mar 25,,,,
01/08/25,10:51:00,MNQ,Buy,3,21331.75,Future,Mar 25,,,,
01/08/25,10:55:00,MNQ,Buy,13,21347.25,Future,Mar 25,,,,
01/08/25,11:03:00,MNQ,Sell,13,21322.0,Future,Mar 25,,,,
01/08/25,11:05:00,MNQ,Sell,6,21317.5,Future,Mar 25,,,,
01/08/25,11:07:00,MNQ,Buy,3,21298.6,Future,Mar 25,,,,
01/08/25,11:11:00,MNQ,Buy,3,21342.75,Future,Mar 25,,,,
01/13/25,10:06:00,MNQ,Buy,5,20822.0,Future,Mar 25,,,,
01/13/25,10:15:00,MNQ,Sell,5,20772.75,Future,Mar 25,,,,
01/14/25,09:42:00,MNQ,Buy,10,21107.75,Future,Mar 25,,,,
01/14/25,09:47:00,MNQ,Sell,10,21082.25,Future,Mar 25,,,,
01/14/25,10:28:00,MNQ,Sell,7,21033.5,Future,Mar 25,,,,
01/14/25,10:33:30,MNQ,Buy,1,20994.5,Future,Mar 25,,,,
01/14/25,10:38:30,MNQ,Buy,2,20968.5,Future,Mar 25,,,,
01/14/25,10:51:30,MNQ,Buy,4,20936.0,Future,Mar 25,,,,
01/16/25,09:43:00,MNQ,Sell,7,21441.25,Future,Mar 25,,,,
01/16/25,09:45:30,MNQ,Buy,1,21402.55,Future,Mar 25,,,,
01/16/25,09:48:00,MNQ,Buy,2,21376.75,Future,Mar 25,,,,
01/16/25,10:01:00,MNQ,Buy,4,21344.5,Future,Mar 25,,,,
01/17/25,09:38:00,MNQ,Sell,8,21556.25,Future,Mar 25,,,,
01/17/25,09:39:30,MNQ,Buy,2,21519.35,Future,Mar 25,,,,
01/17/25,09:44:30,MNQ,Buy,2,21494.75,Future,Mar 25,,,,
01/17/25,10:09:00,MNQ,Buy,4,21556.25,Future,Mar 25,,,,
01/20/25,10:09:00,MNQ,Buy,18,21736.5,Future,Mar 25,,,,
01/20/25,10:11:00,MNQ,Sell,18,21715.0,Future,Mar 25,,,,
01/23/25,10:31:00,MNQ,Buy,11,21901.75,Future,Mar 25,,,,
01/23/25,10:37:30,MNQ,Sell,2,21927.55,Future,Mar 25,,,,
01/23/25,11:03:00,MNQ,Sell,3,21944.75,Future,Mar 25,,,,
01/23/25,11:45:30,MNQ,Sell,6,21966.25,Future,Mar 25,,,,
01/24/25,10:12:00,MNQ,Sell,12,22024.0,Future,Mar 25,,,,
01/24/25,10:15:30,MNQ,Buy,4,22007.2,Future,Mar 25,,,,
01/24/25,10:21:30,MNQ,Buy,4,21989.0,Future,Mar 25,,,,
01/24/25,11:43:00,MNQ,Buy,4,22027.5,Future,Mar 25,,,,
01/28/25,10:12:00,MNQ,Buy,11,21335.5,Future,Mar 25,,,,
01/28/25,10:13:00,MNQ,Sell,2,21361.3,Future,Mar 25,,,,
01/28/25,10:15:00,MNQ,Sell,3,21378.5,Future,Mar 25,,,,
01/28/25,10:22:30,MNQ,Sell,6,21400.0,Future,Mar 25,,,,
01/31/25,09:45:00,MNQ,Buy,7,21819.5,Future,Mar 25,,,,
