Date,Time,Symbol,Buy/Sell,Quantity,Price,Spread,Expiration,Strike,Call/Put,Commission,Fees
01/02/26,09:47:00,MNQ,Buy,24,25699.75,Future,MAR 26,,,,
01/02/26,09:48:00,MNQ,Sell,24,25758.0,Future,MAR 26,,,,
01/02/26,10:06:00,MNQ,Sell,26,25734.0,Future,MAR 26,,,,
01/02/26,10:08:00,MNQ,Buy,26,25707.75,Future,MAR 26,,,,
01/02/26,10:11:00,MNQ,Sell,55,25684.0,Future,MAR 26,,,,
01/02/26,10:12:00,MNQ,Buy,55,25656.75,Future,MAR 26,,,,
01/05/26,10:04:00,MNQ,Buy,21,25621.25,Future,MAR 26,,,,
01/05/26,10:05:00,MNQ,Sell,21,25634.75,Future,MAR 26,,,,
01/05/26,10:10:00,MNQ,Buy,55,25647.0,Future,MAR 26,,,,
01/05/26,10:11:00,MNQ,Sell,55,25641.75,Future,MAR 26,,,,
01/05/26,10:13:00,MNQ,Buy,20,25632.75,Future,MAR 26,,,,
01/05/26,10:17:00,MNQ,Sell,20,25650.5,Future,MAR 26,,,,
01/05/26,10:19:00,MNQ,Buy,37,25654.5,Future,MAR 26,,,,
01/05/26,10:20:00,MNQ,Sell,37,25662.0,Future,MAR 26,,,,
01/05/26,10:25:00,MNQ,Buy,125,25662.0,Future,MAR 26,,,,
01/05/26,10:25:30,MNQ,Sell,125,25659.75,Future,MAR 26,,,,
01/05/26,10:40:00,MNQ,Sell,50,25655.25,Future,MAR 26,,,,
01/05/26,10:40:30,MNQ,Buy,50,25661.0,Future,MAR 26,,,,
01/06/26,09:44:00,MNQ,Buy,66,25640.25,Future,MAR 26,,,,
01/06/26,09:44:30,MNQ,Sell,66,25636.0,Future,MAR 26,,,,
01/07/26,09:38:00,MNQ,Sell,24,25807.5,Future,MAR 26,,,,
01/07/26,09:39:00,MNQ,Buy,24,25819.5,Future,MAR 26,,,,
01/09/26,10:12:00,MNQ,Buy,23,25674.75,Future,MAR 26,,,,
01/09/26,10:13:00,MNQ,Sell,23,25724.5,Future,MAR 26,,,,
01/13/26,10:07:00,MNQ,Buy,24,25947.5,Future,MAR 26,,,,
01/13/26,10:07:30,MNQ,Sell,24,25935.5,Future,MAR 26,,,,
01/15/26,09:44:00,MNQ,Buy,166,25901.75,Future,MAR 26,,,,
01/15/26,09:44:30,MNQ,Sell,166,25899.5,Future,MAR 26,,,,
01/15/26,10:36:00,MNQ,Buy,22,25913.0,Future,MAR 26,,,,
01/15/26,10:39:00,MNQ,Sell,22,25899.75,Future,MAR 26,,,,
01/15/26,10:41:00,MNQ,Buy,90,25909.25,Future,MAR 26,,,,
01/15/26,10:41:30,MNQ,Sell,90,25906.25,Future,MAR 26,,,,
01/20/26,09:38:00,MNQ,Sell,30,25284.25,Future,MAR 26,,,,
01/20/26,09:38:30,MNQ,Buy,30,25294.0,Future,MAR 26,,,,
01/20/26,09:41:00,MNQ,Sell,43,25251.5,Future,MAR 26,,,,
01/20/26,09:41:30,MNQ,Buy,43,25258.25,Future,MAR 26,,,,
01/20/26,10:10:00,MNQ,Sell,21,25272.25,Future,MAR 26,,,,
01/20/26,10:11:30,MNQ,Buy,21,25285.75,Future,MAR 26,,,,
01/20/26,10:16:00,MNQ,Sell,21,25279.5,Future,MAR 26,,,,
01/20/26,10:18:30,MNQ,Buy,21,25293.25,Future,MAR 26,,,,
01/27/26,09:49:00,MNQ,Buy,23,25973.25,Future,MAR 26,,,,
01/27/26,09:51:00,MNQ,Sell,23,25993.25,Future,MAR 26,,,,
01/28/26,09:36:00,MNQ,Sell,111,26235.5,Future,MAR 26,,,,
01/28/26,09:37:00,MNQ,Buy,111,26224.5,Future,MAR 26,,,,
01/28/26,09:40:00,MNQ,Buy,52,26244.75,Future,MAR 26,,,,
01/28/26,09:41:00,MNQ,Sell,52,26263.25,Future,MAR 26,,,,
01/28/26,10:16:00,MNQ,Buy,27,26235.5,Future,MAR 26,,,,
01/28/26,10:17:00,MNQ,Sell,27,26246.5,Future,MAR 26,,,,
01/28/26,10:22:00,MNQ,Buy,90,26244.25,Future,MAR 26,,,,
01/28/26,10:22:30,MNQ,Sell,90,26241.25,Future,MAR 26,,,,
01/30/26,09:43:00,MNQ,Sell,58,25904.25,Future,MAR 26,,,,
01/30/26,09:44:00,MNQ,Buy,58,25885.75,Future,MAR 26,,,,
01/30/26,10:08:00,MNQ,Buy,30,25898.0,Future,MAR 26,,,,
01/30/26,10:08:30,MNQ,Sell,30,25888.25,Future,MAR 26,,,,
01/30/26,10:41:00,MNQ,Buy,28,25885.25,Future,MAR 26,,,,
01/30/26,10:43:00,MNQ,Sell,28,25900.5,Future,MAR 26,,,,
01/30/26,10:49:00,MNQ,Sell,25,25922.75,Future,MAR 26,,,,
01/30/26,10:50:00,MNQ,Buy,25,25908.25,Future,MAR 26,,,,
01/30/26,10:54:00,MNQ,Sell,45,25855.75,Future,MAR 26,,,,
01/30/26,10:55:00,MNQ,Buy,45,25862.0,Future,MAR 26,,,,
02/05/26,10:01:00,MNQ,Sell,66,24725.0,Future,MAR 26,,,,
02/05/26,10:02:00,MNQ,Buy,66,24700.5,Future,MAR 26,,,,
02/10/26,09:58:00,MNQ,Buy,83,25399.0,Future,MAR 26,,,,
02/10/26,09:59:00,MNQ,Sell,83,25402.75,Future,MAR 26,,,,
02/10/26,10:04:00,MNQ,Sell,20,25392.25,Future,MAR 26,,,,
02/10/26,10:07:00,MNQ,Buy,20,25406.75,Future,MAR 26,,,,
02/10/26,10:16:00,MNQ,Sell,20,25368.25,Future,MAR 26,,,,
02/10/26,10:17:00,MNQ,Buy,20,25382.5,Future,MAR 26,,,,
02/13/26,09:35:00,MNQ,Sell,38,24720.25,Future,MAR 26,,,,
02/13/26,09:36:00,MNQ,Buy,38,24727.75,Future,MAR 26,,,,
02/19/26,09:45:00,MNQ,Buy,20,24846.25,Future,MAR 26,,,,
02/19/26,09:45:30,MNQ,Sell,20,24831.75,Future,MAR 26,,,,
02/19/26,09:48:00,MNQ,Buy,25,24815.75,Future,MAR 26,,,,
02/19/26,09:48:30,MNQ,Sell,25,24804.25,Future,MAR 26,,,,
03/03/26,09:49:00,MNQ,Sell,32,24522.0,Future,MAR 26,,,,
03/03/26,09:50:00,MNQ,Buy,32,24501.75,Future,MAR 26,,,,
03/03/26,11:18:00,MNQ,Buy,35,24602.0,Future,MAR 26,,,,
03/03/26,11:19:30,MNQ,Sell,35,24593.75,Future,MAR 26,,,,
03/03/26,11:32:00,MNQ,Sell,47,24587.0,Future,MAR 26,,,,
03/03/26,11:33:00,MNQ,Buy,47,24577.0,Future,MAR 26,,,,
03/04/26,09:41:00,MNQ,Sell,22,24864.0,Future,MAR 26,,,,
03/04/26,09:41:30,MNQ,Buy,22,24877.25,Future,MAR 26,,,,
03/04/26,09:45:00,MNQ,Sell,22,24852.5,Future,MAR 26,,,,
03/04/26,09:46:30,MNQ,Buy,22,24865.5,Future,MAR 26,,,,
03/05/26,09:45:00,MNQ,Sell,22,25059.75,Future,MAR 26,,,,
03/05/26,09:46:00,MNQ,Buy,22,25045.25,Future,MAR 26,,,,
03/05/26,10:26:00,MNQ,Sell,35,25020.0,Future,MAR 26,,,,
03/05/26,10:26:30,MNQ,Buy,35,25028.25,Future,MAR 26,,,,
03/05/26,10:40:00,MNQ,Buy,111,25042.25,Future,MAR 26,,,,
03/05/26,10:41:00,MNQ,Sell,111,25049.0,Future,MAR 26,,,,
03/05/26,11:33:00,MNQ,Buy,45,25018.5,Future,MAR 26,,,,
03/05/26,11:34:30,MNQ,Sell,45,25012.25,Future,MAR 26,,,,
03/05/26,11:38:00,MNQ,Buy,83,25023.5,Future,MAR 26,,,,
03/05/26,11:38:30,MNQ,Sell,83,25020.25,Future,MAR 26,,,,
03/06/26,09:49:00,MNQ,Buy,31,24681.0,Future,MAR 26,,,,
03/06/26,09:49:30,MNQ,Sell,31,24671.75,Future,MAR 26,,,,
03/06/26,09:54:00,MNQ,Sell,33,24689.25,Future,MAR 26,,,,
03/06/26,09:54:30,MNQ,Buy,33,24698.0,Future,MAR 26,,,,
03/06/26,10:10:00,MNQ,Sell,41,24676.25,Future,MAR 26,,,,
03/06/26,10:10:30,MNQ,Buy,41,24683.25,Future,MAR 26,,,,
03/09/26,10:04:00,MNQ,Buy,31,24440.0,Future,MAR 26,,,,
03/09/26,10:05:00,MNQ,Sell,31,24468.0,Future,MAR 26,,,,
03/09/26,10:44:00,MNQ,Buy,24,24501.5,Future,MAR 26,,,,
03/09/26,10:45:00,MNQ,Sell,24,24535.0,Future,MAR 26,,,,
03/10/26,10:35:00,MNQ,Buy,29,25053.75,Future,MAR 26,,,,
03/10/26,10:35:30,MNQ,Sell,29,25043.75,Future,MAR 26,,,,
03/11/26,09:44:00,MNQ,Sell,33,25084.25,Future,MAR 26,,,,
03/11/26,09:45:00,MNQ,Buy,33,25070.0,Future,MAR 26,,,,
03/11/26,09:48:00,MNQ,Sell,166,25056.5,Future,MAR 26,,,,
03/11/26,09:49:00,MNQ,Buy,166,25045.75,Future,MAR 26,,,,
03/11/26,10:50:00,MNQ,Buy,35,25050.5,Future,MAR 26,,,,
03/11/26,10:53:30,MNQ,Sell,35,25042.25,Future,MAR 26,,,,
03/11/26,10:59:00,MNQ,Buy,25,25070.25,Future,MAR 26,,,,
03/11/26,11:00:00,MNQ,Sell,25,25058.5,Future,MAR 26,,,,
03/12/26,09:38:00,MNQ,Sell,25,24806.75,Future,MAR 26,,,,
03/12/26,09:38:30,MNQ,Buy,25,24818.5,Future,MAR 26,,,,
03/12/26,09:44:00,MNQ,Sell,71,24769.5,Future,MAR 26,,,,
03/12/26,09:45:00,MNQ,Buy,71,24765.25,Future,MAR 26,,,,
03/13/26,10:10:00,MNQ,Sell,31,24686.0,Future,MAR 26,,,,
03/13/26,10:11:00,MNQ,Buy,31,24668.75,Future,MAR 26,,,,
03/13/26,10:15:00,MNQ,Sell,66,24667.0,Future,MAR 26,,,,
03/13/26,10:15:30,MNQ,Buy,66,24671.25,Future,MAR 26,,,,
03/16/26,09:45:00,MNQ,Sell,21,24671.75,Future,MAR 26,,,,
03/16/26,09:45:30,MNQ,Buy,21,24685.25,Future,MAR 26,,,,
03/16/26,10:45:00,MNQ,Sell,22,24644.75,Future,MAR 26,,,,
03/16/26,10:45:30,MNQ,Buy,22,24657.75,Future,MAR 26,,,,
03/17/26,11:34:00,MNQ,Sell,45,24784.0,Future,MAR 26,,,,
